NOME DO ARQUIVO,TAMANHO ORIGINAL (KB),PNG - TAMANHO COMPRIMIDO (KB),COMPRESSAO PNG,JPEG - TAMANHO COMPRIMIDO (KB),COMPRESSAO JPEG,PCA-950 - TAMANHO COMPRIMIDO (KB),COMPRESSAO PCA-950,PCA-975 - TAMANHO COMPRIMIDO (KB),COMPRESSAO PCA-975,PCA-990 - TAMANHO COMPRIMIDO (KB),COMPRESSAO PCA-990,MSE PNG,PSNR PNG,MSE JPEG,PSNR JPEG,MSE PCA-950,PSNR PCA-950,MSE PCA-975,PSNR PCA-975,MSE PCA-990,PSNR PCA-990
lung-512x512/32c22511_1-098.dcm,526.22,82.17,84.38,15.81,97,64.29,87.78,109.34,79.22,183.07,65.21,0,inf,1.92,45.3,23.15,34.49,16.28,36.01,9.74,38.25
lung-512x512/6a88a116_1-133.dcm,526.21,77.22,85.32,14.49,97.25,43.81,91.68,76.57,85.45,138.01,73.77,0,inf,1.82,45.53,22.73,34.56,17.72,35.65,10.68,37.85
lung-512x512/e8d5c9b2_1-121.dcm,526.18,79.21,84.95,10.61,97.98,31.52,94.01,68.38,87,133.92,74.55,0,inf,1.63,46.01,13.04,36.98,9.61,38.3,5.49,40.74
lung-512x512/957a849c_1-008.dcm,526.2,81.57,84.5,13.14,97.5,60.19,88.56,101.15,80.78,166.69,68.32,0,inf,1.91,45.32,20.15,35.09,14.32,36.57,8.02,39.09
lung-512x512/dc0e4e19_1-039.dcm,526.21,80.3,84.74,15.98,96.96,72.48,86.23,125.73,76.11,203.55,61.32,0,inf,2.1,44.91,22.11,34.68,16.22,36.03,9.5,38.35
lung-512x512/7ed76421_1-134.dcm,526.22,97.36,81.5,19.63,96.27,43.81,91.68,80.67,84.67,146.21,72.22,0,inf,3.16,43.13,28.9,33.52,22.9,34.53,14.43,36.54
lung-512x512/c1fab5f0_1-007.dcm,526.2,77.46,85.28,11.94,97.73,72.48,86.23,125.73,76.11,199.45,62.1,0,inf,1.65,45.96,15.74,36.16,10.83,37.78,5.92,40.41
lung-512x512/bea8d123_1-110.dcm,526.2,97.39,81.49,15.71,97.01,52,90.12,84.77,83.89,154.4,70.66,0,inf,3.52,42.67,23.8,34.37,18.81,35.39,12.28,37.24
lung-512x512/d0f5a7c9_1-004.dcm,526.19,79.97,84.8,12.95,97.54,76.57,85.45,125.73,76.11,191.26,63.65,0,inf,1.85,45.46,17.67,35.66,12.36,37.21,7.41,39.43
lung-512x512/25f1c4e1_1-067.dcm,525.72,105.46,79.94,18.71,96.44,47.9,90.89,101.15,80.76,191.26,63.62,0,inf,5.01,41.13,25.12,34.13,18.97,35.35,11.93,37.36
lung-512x512/fa43c0b7_1-49.dcm,526.22,91.33,82.64,18.57,96.47,72.48,86.23,113.44,78.44,191.26,63.65,0,inf,2.73,43.77,26.86,33.84,19.75,35.18,11.69,37.45
lung-512x512/42ffa306_1-085.dcm,526.23,77.83,85.21,11.78,97.76,56.09,89.34,92.96,82.34,158.49,69.88,0,inf,1.42,46.61,16.63,35.92,10.96,37.73,5.58,40.66
lung-512x512/6e90371d_1-202.dcm,525.67,79.37,84.9,13.58,97.42,47.9,90.89,84.77,83.87,146.21,72.19,0,inf,1.8,45.58,21.24,34.86,15.02,36.36,8.95,38.61
lung-512x512/2389acc5_1-035.dcm,525.73,77.6,85.24,13.7,97.39,84.77,83.88,133.92,74.53,211.74,59.72,0,inf,1.48,46.43,15.55,36.21,10.01,38.13,5.03,41.12
lung-512x512/96e6bd16_1-023.dcm,526.19,78.97,84.99,12.7,97.59,64.29,87.78,109.34,79.22,178.97,65.99,0,inf,1.72,45.78,17.61,35.67,12.37,37.21,6.66,39.9
lung-512x512/a1023f42_1-045.dcm,526.22,78.89,85.01,15.01,97.15,43.81,91.68,80.67,84.67,146.21,72.22,0,inf,1.87,45.41,23.89,34.35,19,35.34,11.43,37.55
lung-512x512/d21a6a57_1-128.dcm,525.74,104.37,80.15,19.1,96.37,64.29,87.77,109.34,79.2,191.26,63.62,0,inf,4.59,41.51,24.97,34.16,19.83,35.16,12.28,37.24
lung-512x512/17c68abe_1-098.dcm,526.2,82.82,84.26,14.41,97.26,52,90.12,88.86,83.11,162.59,69.1,0,inf,2.12,44.87,22.15,34.68,16.68,35.91,10.14,38.07
lung-512x512/6752bb13_1-091.dcm,526.2,99.72,81.05,15.84,96.99,43.81,91.68,84.77,83.89,162.59,69.1,0,inf,3.77,42.37,26.5,33.9,19.93,35.14,13.4,36.86
lung-512x512/30ca4e04_1-033.dcm,526.23,80,84.8,14.74,97.2,35.61,93.23,68.38,87.01,125.73,76.11,0,inf,1.83,45.51,24.29,34.28,17.35,35.74,11.4,37.56
lung-512x512/94c09afd_1-095.dcm,525.72,89.05,83.06,14.45,97.25,76.57,85.43,133.92,74.53,228.13,56.61,0,inf,2.38,44.37,19.59,35.21,13.7,36.76,7.55,39.35
lung-512x512/3d7426c4_1-008.dcm,526.17,84.12,84.01,12.99,97.53,47.9,90.9,92.96,82.33,166.69,68.32,0,inf,2.21,44.69,18.03,35.57,13.08,36.96,7.61,39.32
lung-512x512/526d9e8f_1-059.dcm,526.22,94.88,81.97,17.15,96.74,68.38,87,125.73,76.11,215.84,58.98,0,inf,3.34,42.89,24.65,34.21,18.16,35.54,11.16,37.65
lung-512x512/9d0d95f5_1-094.dcm,526.2,90.24,82.85,18.27,96.53,101.15,80.78,154.4,70.66,236.32,55.09,0,inf,2.51,44.13,26.74,33.86,19.88,35.15,11.56,37.5
lung-512x512/f0ded3cd_1-10.dcm,526.21,89.38,83.01,14.51,97.24,52,90.12,97.05,81.56,174.88,66.77,0,inf,2.6,43.98,15.9,36.12,10.71,37.83,5.84,40.47
lung-512x512/ad7bdc5f_1-070.dcm,526.22,81.92,84.43,15.27,97.1,72.48,86.23,117.53,77.66,199.45,62.1,0,inf,1.86,45.44,20.82,34.95,14.75,36.44,7.76,39.23
lung-512x512/05144f58_1-54.dcm,526.22,97.76,81.42,20.45,96.11,68.38,87.01,117.53,77.66,203.55,61.32,0,inf,3.28,42.97,28.94,33.52,21.72,34.76,12.5,37.16
lung-512x512/55dd593c_1-087.dcm,526.22,83.52,84.13,17.15,96.74,68.38,87,113.44,78.44,195.36,62.87,0,inf,2.24,44.63,24.51,34.24,18.85,35.38,11.29,37.6
lung-512x512/a3efd02a_1-009.dcm,525.72,85.19,83.79,12.8,97.56,43.81,91.67,84.77,83.88,162.59,69.07,0,inf,2.23,44.65,15.48,36.23,10.7,37.84,5.85,40.46
lung-512x512/15f55948_1-083.dcm,526.21,76.89,85.39,14.54,97.24,76.57,85.45,129.82,75.33,211.74,59.76,0,inf,1.94,45.25,19.97,35.13,15.05,36.36,9.01,38.58
lung-512x512/59904c6a_1-018.dcm,526.22,76.98,85.37,14.48,97.25,43.81,91.68,76.57,85.45,133.92,74.55,0,inf,1.63,46.01,22.86,34.54,17.68,35.66,10.87,37.77
lung-512x512/2c069953_1-046.dcm,525.74,110.14,79.05,20.9,96.02,60.19,88.55,109.34,79.2,207.65,60.5,0,inf,6.27,40.16,28.27,33.62,21.48,34.81,13.69,36.77
lung-512x512/442c35d5_1-128.dcm,526.22,65.52,87.55,10.34,98.04,39.71,92.45,72.48,86.23,125.73,76.11,0,inf,1,48.13,11.87,37.39,8.35,38.91,4.61,41.49
lung-512x512/c00737b0_1-076.dcm,526.22,88.42,83.2,18.07,96.57,60.19,88.56,105.25,80,183.07,65.21,0,inf,2.46,44.22,27.63,33.72,21.43,34.82,13.21,36.92
lung-512x512/c1acb6bd_1-095.dcm,526.21,78.12,85.15,15.76,97.01,80.67,84.67,129.82,75.33,203.55,61.32,0,inf,1.92,45.3,21.98,34.71,15.83,36.14,9.17,38.51
lung-512x512/17642ccd_1-084.dcm,526.21,100.03,80.99,21.14,95.98,72.48,86.23,117.53,77.66,203.55,61.32,0,inf,3.41,42.8,29.59,33.42,23.18,34.48,14.01,36.67
lung-512x512/b07859f1_1-014.dcm,526.22,62.4,88.14,10.07,98.09,35.61,93.23,64.29,87.78,113.44,78.44,0,inf,0.95,48.35,13.48,36.83,9.31,38.44,4.94,41.19
lung-512x512/6b7147e3_1-005.dcm,526.21,56.29,89.3,9.9,98.12,76.57,85.45,121.63,76.89,187.17,64.43,0,inf,1.08,47.8,8.93,38.62,6.38,40.08,3.81,42.32
lung-512x512/812882d2_1-069.dcm,526.22,86.51,83.56,15.28,97.1,76.57,85.45,133.92,74.55,219.93,58.21,0,inf,2.54,44.08,20.17,35.08,13.87,36.71,7.85,39.18
lung-512x512/c3220100_1-111.dcm,525.72,82.83,84.24,15.61,97.03,60.19,88.55,101.15,80.76,174.88,66.74,0,inf,2.05,45.01,24.93,34.16,18.04,35.57,10.4,37.96
lung-512x512/830462e1_1-128.dcm,526.2,88.31,83.22,14.14,97.31,56.09,89.34,88.86,83.11,150.3,71.44,0,inf,2.34,44.44,22.53,34.6,18,35.58,10.84,37.78
lung-512x512/cc07acc2_1-007.dcm,526.2,88.1,83.26,13.28,97.48,31.52,94.01,64.29,87.78,138.01,73.77,0,inf,2.45,44.24,21.33,34.84,15.14,36.33,9.35,38.42
lung-512x512/b738898a_1-113.dcm,526.21,119.8,77.23,24.85,95.28,56.09,89.34,105.25,80,224.03,57.43,0,inf,8.98,38.6,31.82,33.1,26.63,33.88,17.12,35.8
lung-512x512/b9d316b7_1-074.dcm,525.73,102.46,80.51,19.12,96.36,47.9,90.89,84.77,83.88,158.49,69.85,0,inf,5,41.14,27.44,33.75,21.87,34.73,13.55,36.81
lung-512x512/fb2a7f1f_1-007.dcm,525.72,82.26,84.35,12.64,97.6,47.9,90.89,88.86,83.1,162.59,69.07,0,inf,1.98,45.16,18.51,35.46,12.88,37.03,8.01,39.09
lung-512x512/54e8217d_1-075.dcm,526.19,90.52,82.8,16.41,96.88,88.86,83.11,146.21,72.21,236.32,55.09,0,inf,2.99,43.37,21.11,34.89,15.62,36.19,9.06,38.56
lung-512x512/34281adc_1-030.dcm,526.21,83.87,84.06,15.2,97.11,47.9,90.9,88.86,83.11,154.4,70.66,0,inf,2.14,44.83,21.28,34.85,16.43,35.97,10.14,38.07
lung-512x512/2ca05966_1-73.dcm,525.72,95.72,81.79,15.94,96.97,39.71,92.45,72.48,86.21,138.01,73.75,0,inf,3.03,43.32,27.47,33.74,21.4,34.83,12.96,37
lung-512x512/93b9843b_1-022.dcm,526.22,78.04,85.17,11.72,97.77,47.9,90.9,88.86,83.11,154.4,70.66,0,inf,1.58,46.14,14.57,36.5,9.56,38.33,5.15,41.01
lung-512x512/642d820f_1-076.dcm,526.2,79.99,84.8,15.98,96.96,80.67,84.67,133.92,74.55,219.93,58.2,0,inf,2.09,44.93,21.74,34.76,16.04,36.08,8.93,38.62
lung-512x512/0163eac2_1-034.dcm,526.2,93.3,82.27,17.21,96.73,60.19,88.56,105.25,80,187.17,64.43,0,inf,2.93,43.46,27.8,33.69,20.95,34.92,12.35,37.21
lung-512x512/09b05f3e_1-170.dcm,526.23,90.96,82.71,15.01,97.15,39.71,92.45,68.38,87.01,129.82,75.33,0,inf,2.56,44.05,26.12,33.96,20.52,35.01,13.29,36.9
lung-512x512/1e44dd81_1-033.dcm,526.22,89.67,82.96,17.18,96.73,39.71,92.45,76.57,85.45,138.01,73.77,0,inf,2.72,43.79,25.33,34.09,19.06,35.33,12.35,37.21
lung-512x512/7e418bcd_1-178.dcm,526.23,94.8,81.99,15.96,96.97,31.52,94.01,64.29,87.78,121.63,76.89,0,inf,3.03,43.32,28.43,33.59,22.49,34.61,15.77,36.15
lung-512x512/025a4802_1-24.dcm,526.22,77.23,85.32,15.35,97.08,68.38,87.01,109.34,79.22,178.97,65.99,0,inf,1.78,45.63,23.1,34.49,17,35.83,10.33,37.99
lung-512x512/1e4a5efc_1-152.dcm,526.23,76.3,85.5,11.36,97.84,27.42,94.79,52,90.12,101.15,80.78,0,inf,1.59,46.12,18.05,35.57,14.52,36.51,9.33,38.43
lung-512x512/77c8757f_1-007.dcm,526.22,76.31,85.5,12.29,97.66,39.71,92.45,72.48,86.23,129.82,75.33,0,inf,1.51,46.34,15.63,36.19,11.08,37.69,5.97,40.37
lung-512x512/1485f509_1-108.dcm,526.22,67.95,87.09,9.98,98.1,27.42,94.79,52,90.12,117.53,77.66,0,inf,1.07,47.84,11.92,37.37,8.5,38.84,4.81,41.31
lung-512x512/433e801b_1-069.dcm,526.22,88.75,83.13,17.98,96.58,68.38,87.01,113.44,78.44,187.17,64.43,0,inf,2.49,44.17,26.24,33.94,20.39,35.04,12.16,37.28
lung-512x512/67700f0c_1-006.dcm,526.18,92.65,82.39,15.53,97.05,56.09,89.34,109.34,79.22,199.45,62.09,0,inf,2.93,43.46,23.25,34.47,16.5,35.96,9.59,38.31
lung-512x512/8530476d_1-74.dcm,526.22,105.75,79.9,23.21,95.59,43.81,91.68,84.77,83.89,166.69,68.32,0,inf,4.66,41.45,33.18,32.92,25.93,33.99,16.33,36
lung-512x512/e0f50f44_1-007.dcm,526.22,90.22,82.86,14.4,97.26,64.29,87.78,101.15,80.78,162.59,69.1,0,inf,2.7,43.82,20.06,35.11,15.13,36.33,8.77,38.7
lung-512x512/19995a1c_1-013.dcm,526.2,80.08,84.78,14.6,97.23,27.42,94.79,60.19,88.56,121.63,76.89,0,inf,1.98,45.16,25.13,34.13,19.67,35.19,12.46,37.18
lung-512x512/9dc91688_1-016.dcm,526.2,76.46,85.47,13.91,97.36,47.9,90.9,84.77,83.89,146.21,72.21,0,inf,1.78,45.63,22.35,34.64,16.53,35.95,10.08,38.1
lung-512x512/c1d1e3f2_1-013.dcm,525.72,67.22,87.21,11.71,97.77,60.19,88.55,97.05,81.54,162.59,69.07,0,inf,1.18,47.41,15.82,36.14,10.67,37.85,5.7,40.57
lung-512x512/496e97b3_1-134.dcm,526.21,96.63,81.64,15.6,97.03,52,90.12,92.96,82.33,154.4,70.66,0,inf,3,43.36,28.5,33.58,20.74,34.96,12.73,37.08
lung-512x512/8a9efd6f_1-04.dcm,525.71,87.82,83.3,13.54,97.42,56.09,89.33,101.15,80.76,174.88,66.74,0,inf,2.09,44.93,18.1,35.55,12.09,37.31,6.51,39.99
lung-512x512/3f1b2f11_1-076.dcm,526.22,77.98,85.18,13.37,97.46,72.48,86.23,121.63,76.89,195.36,62.87,0,inf,1.7,45.83,16.13,36.05,11.19,37.64,6.14,40.25
lung-512x512/aea52c72_1-052.dcm,526.22,80.01,84.79,14.01,97.34,101.15,80.78,162.59,69.1,252.7,51.98,0,inf,2.22,44.67,16.25,36.02,11.28,37.61,5.92,40.41
lung-512x512/0d1ae563_1-070.dcm,525.74,97.71,81.42,18.08,96.56,97.05,81.54,158.49,69.85,260.89,50.38,0,inf,3.64,42.52,23.22,34.47,17.35,35.74,9.51,38.35
lung-512x512/a680804d_1-045.dcm,526.22,99.86,81.02,21.75,95.87,47.9,90.9,92.96,82.33,170.78,67.55,0,inf,3.56,42.62,33.51,32.88,24.5,34.24,15.55,36.21
lung-512x512/a57c2bd1_1-097.dcm,525.73,112.74,78.56,21.95,95.82,64.29,87.77,113.44,78.42,203.55,61.28,0,inf,6.34,40.11,30.8,33.25,24.62,34.22,15.72,36.17
lung-512x512/cc75936f_1-009.dcm,526.22,74.58,85.83,13.3,97.47,80.67,84.67,121.63,76.89,183.07,65.21,0,inf,1.55,46.23,20.41,35.03,14.37,36.56,8.2,38.99
lung-512x512/ee08879f_1-101.dcm,526.19,104.61,80.12,17.16,96.74,39.71,92.45,72.48,86.23,142.11,72.99,0,inf,4.13,41.97,29.45,33.44,22.6,34.59,13.86,36.71
lung-512x512/980091f3_1-79.dcm,525.75,89.31,83.01,14.69,97.21,52,90.11,88.86,83.1,150.3,71.41,0,inf,2.35,44.42,25.43,34.08,18.8,35.39,11.6,37.49
lung-512x512/f621595c_1-036.dcm,526.2,73.78,85.98,11.84,97.75,68.38,87,109.34,79.22,170.78,67.54,0,inf,1.44,46.55,16.21,36.03,10.11,38.08,5.5,40.73
lung-512x512/9553dce9_1-079.dcm,526.22,92.76,82.37,18.41,96.5,76.57,85.45,125.73,76.11,203.55,61.32,0,inf,2.71,43.8,25.95,33.99,20.12,35.09,12.08,37.31
