NOME DO ARQUIVO,TAMANHO ORIGINAL (KB),PNG - TAMANHO COMPRIMIDO (KB),COMPRESSAO PNG,JPEG - TAMANHO COMPRIMIDO (KB),COMPRESSAO JPEG,PCA-950 - TAMANHO COMPRIMIDO (KB),COMPRESSAO PCA-950,PCA-975 - TAMANHO COMPRIMIDO (KB),COMPRESSAO PCA-975,PCA-990 - TAMANHO COMPRIMIDO (KB),COMPRESSAO PCA-990,MSE PNG,PSNR PNG,MSE JPEG,PSNR JPEG,MSE PCA-950,PSNR PCA-950,MSE PCA-975,PSNR PCA-975,MSE PCA-990,PSNR PCA-990
breast-512x512/f729a07a_1-396.dcm,528.63,89.7,83.03,25.42,95.19,248.61,52.97,404.25,23.53,596.77,-12.89,0,inf,13.59,36.8,21.97,34.71,15.28,36.29,7.01,39.67
breast-512x512/7bc9c496_1-1481.dcm,528.64,77.75,85.29,20.4,96.14,117.53,77.77,191.26,63.82,293.66,44.45,0,inf,2.32,44.48,22.8,34.55,15.76,36.16,7.31,39.49
breast-512x512/ad912c90_1-1650.dcm,528.64,80.42,84.79,22.09,95.82,138.01,73.89,211.74,59.95,310.05,41.35,0,inf,2.91,43.49,23.92,34.34,17.19,35.78,8.07,39.06
breast-512x512/5ab6fc66_1-231.dcm,528.55,62.45,88.18,21.01,96.03,162.59,69.24,269.09,49.09,420.64,20.42,0,inf,8.64,38.77,20.27,35.06,15.1,36.34,8.11,39.04
breast-512x512/ea0ea8c2_1-0397.dcm,528.69,75.62,85.7,13.48,97.45,129.82,75.44,199.45,62.27,293.66,44.45,0,inf,1.56,46.2,5.48,40.74,2.97,43.4,1.42,46.61
breast-512x512/89330799_1-13.dcm,528.68,88.43,83.27,18.96,96.41,19.23,96.36,43.81,91.71,125.73,76.22,0,inf,2.94,43.45,26.25,33.94,20.87,34.94,11.85,37.39
breast-512x512/430d7aa9_1-0199.dcm,528.64,71.62,86.45,20.38,96.14,60.19,88.61,117.53,77.77,211.74,59.95,0,inf,2.54,44.08,26.81,33.85,21.04,34.9,11.91,37.37
breast-512x512/f0c82cdc_1-0963.dcm,528.64,92.15,82.57,24.51,95.36,154.4,70.79,240.41,54.52,351.01,33.6,0,inf,3.08,43.25,27.59,33.72,19.36,35.26,9.39,38.4
breast-512x512/e387ad39_1-0642.dcm,528.64,92.69,82.47,25.11,95.25,146.21,72.34,224.03,57.62,330.53,37.48,0,inf,3.05,43.29,29.97,33.36,21.73,34.76,11.24,37.62
breast-512x512/56e8813f_1-115.dcm,528.68,96.33,81.78,19.52,96.31,199.45,62.27,363.29,31.28,592.67,-12.1,0,inf,10.39,37.96,14.67,36.47,8.75,38.71,3.86,42.26
breast-512x512/ba1f61dc_1-1669.dcm,528.64,85.1,83.9,23.35,95.58,133.92,74.67,207.65,60.72,305.95,42.13,0,inf,3.31,42.93,27.26,33.78,20.72,34.97,10.78,37.8
breast-512x512/9d722532_1-010.dcm,528.59,107.31,79.7,23.63,95.53,39.71,92.49,84.77,83.96,203.55,61.49,0,inf,3.12,43.19,30.39,33.3,22.15,34.68,10.34,37.99
breast-512x512/c9fc4280_1-078.dcm,528.38,69.73,86.8,16.85,96.81,52,90.16,109.34,79.31,203.55,61.48,0,inf,2.89,43.52,21.11,34.89,14.9,36.4,8.28,38.95
breast-512x512/e4060980_1-055.dcm,528.7,66.2,87.48,23.82,95.5,97.05,81.64,199.45,62.27,338.72,35.93,0,inf,10.65,37.86,25.48,34.07,20.79,34.95,13.62,36.79
breast-512x512/bca8afa4_1-0140.dcm,528.64,70.9,86.59,20.65,96.09,60.19,88.61,125.73,76.22,219.93,58.4,0,inf,2.68,43.85,26.48,33.9,20.74,34.96,11.75,37.43
breast-512x512/338a8df7_1-0300.dcm,528.64,76.6,85.51,21.04,96.02,68.38,87.06,129.82,75.44,224.03,57.62,0,inf,2.55,44.07,27.57,33.73,21.58,34.79,11.97,37.35
breast-512x512/25d758ea_1-133.dcm,528.7,80.5,84.77,25.42,95.19,174.88,66.92,293.66,44.46,461.6,12.69,0,inf,10.85,37.78,25.61,34.05,19.22,35.29,10.14,38.07
breast-512x512/6a24dd25_1-140.dcm,528.37,44.7,91.54,10.27,98.06,88.86,83.18,146.21,72.33,240.41,54.5,0,inf,1.42,46.61,4.11,41.99,2.32,44.48,0.98,48.22
breast-512x512/b047b15b_1-073.dcm,528.1,68.28,87.07,17.63,96.66,92.96,82.4,166.69,68.44,277.28,47.5,0,inf,3.78,42.36,15.97,36.1,11.61,37.48,5.48,40.74
breast-512x512/0d1bd13c_1-21.dcm,528.37,82.03,84.48,12.35,97.66,43.81,91.71,80.67,84.73,154.4,70.78,0,inf,1.29,47.02,13.75,36.75,8.99,38.59,4.64,41.47
breast-512x512/6d28728e_1-042.dcm,528.46,67.6,87.21,18.43,96.51,138.01,73.88,203.55,61.48,301.85,42.88,0,inf,3.6,42.57,17.01,35.82,11.85,37.39,5.51,40.72
breast-512x512/62e9782a_1-1361.dcm,528.69,80.92,84.69,18.16,96.57,240.41,54.53,314.14,40.58,404.25,23.54,0,inf,2.66,43.88,6.54,39.98,3.55,42.63,1.64,45.98
breast-512x512/45ff9a86_1-1431.dcm,528.64,68.85,86.98,17.55,96.68,84.77,83.97,146.21,72.34,248.61,52.97,0,inf,1.74,45.73,19.56,35.22,12.35,37.21,5.43,40.78
breast-512x512/a37c47c9_1-1565.dcm,528.64,76.25,85.58,20.11,96.2,121.63,76.99,195.36,63.05,293.66,44.45,0,inf,2.36,44.4,21.5,34.81,14.7,36.46,6.75,39.84
breast-512x512/664633e8_1-270.dcm,528.64,86.29,83.68,19.79,96.26,113.44,78.54,256.8,51.42,486.17,8.03,0,inf,8.33,38.92,18.2,35.53,12.03,37.33,5.29,40.9
breast-512x512/1e659228_1-0251.dcm,528.64,73.87,86.03,20.47,96.13,101.15,80.87,174.88,66.92,269.09,49.1,0,inf,2.61,43.96,23.22,34.47,16.41,35.98,7.82,39.2
breast-512x512/ccd547c3_1-0067.dcm,528.68,86.61,83.62,20.97,96.03,310.05,41.36,371.49,29.73,453.41,14.24,0,inf,3.27,42.99,5.84,40.47,3.26,43,1.56,46.2
breast-512x512/808888a1_1-0622.dcm,528.69,71.12,86.55,13.67,97.41,47.9,90.94,97.05,81.64,183.07,65.37,0,inf,1.54,46.26,11.06,37.69,7.89,39.16,3.79,42.34
breast-512x512/b602d1b7_1-0429.dcm,528.69,66.58,87.41,13.61,97.43,88.86,83.19,162.59,69.25,252.7,52.2,0,inf,1.5,46.37,7.85,39.18,4.18,41.92,1.89,45.37
breast-512x512/c82d373b_1-048.dcm,528.39,65.59,87.59,14.9,97.18,113.44,78.53,166.69,68.45,248.61,52.95,0,inf,2.52,44.12,11.83,37.4,8.5,38.84,4.43,41.67
breast-512x512/e66f31af_1-1498.dcm,528.69,40.33,92.37,10.39,98.03,146.21,72.35,183.07,65.37,232.22,56.08,0,inf,1.15,47.52,3.92,42.2,2.24,44.63,1.13,47.6
breast-512x512/bc8424ba_1-009.dcm,528.39,49.9,90.56,12.2,97.69,52,90.16,88.86,83.18,138.01,73.88,0,inf,1.85,45.46,10.47,37.93,8.17,39.01,4.81,41.31
breast-512x512/aca524fe_1-0345.dcm,528.64,85.89,83.75,23.45,95.56,125.73,76.22,203.55,61.5,310.05,41.35,0,inf,3.13,43.18,26.71,33.86,19.25,35.29,8.94,38.62
breast-512x512/10c0ccde_1-1148.dcm,528.69,62.75,88.13,13.9,97.37,133.92,74.67,215.84,59.17,318.24,39.81,0,inf,1.59,46.12,6.04,40.32,3.22,43.05,1.51,46.34
breast-512x512/78d515bc_1-074.dcm,528.55,66.88,87.35,20.29,96.16,60.19,88.61,133.92,74.66,260.89,50.64,0,inf,6.98,39.69,24.66,34.21,19.19,35.3,11.77,37.42
breast-512x512/af8d890a_1-125.dcm,528.7,78.37,85.18,27.19,94.86,162.59,69.25,289.57,45.23,457.5,13.47,0,inf,11.85,37.39,28.5,33.58,22.09,34.69,12.75,37.08
breast-512x512/1d95eeec_1-438.dcm,528.63,95.02,82.03,30.93,94.15,301.85,42.9,441.12,16.55,604.96,-14.44,0,inf,16.52,35.95,25.88,34,18.79,35.39,9.5,38.35
breast-512x512/842b095c_1-0398.dcm,528.64,80.56,84.76,21.43,95.95,92.96,82.42,162.59,69.24,264.99,49.87,0,inf,2.47,44.2,25.24,34.11,17.64,35.67,8.25,38.97
breast-512x512/be136c58_1-248.dcm,528.62,113.69,78.49,28.29,94.65,113.44,78.54,264.99,49.87,482.08,8.8,0,inf,16.96,35.84,28.95,33.51,22.7,34.57,12.73,37.08
breast-512x512/98de339e_1-0690.dcm,528.69,75.05,85.8,15.73,97.02,39.71,92.49,92.96,82.42,195.36,63.05,0,inf,1.79,45.6,14.24,36.6,10.66,37.85,5.1,41.06
breast-512x512/f1f58b91_1-0606.dcm,528.64,90.38,82.9,23.97,95.46,142.11,73.12,224.03,57.62,330.53,37.48,0,inf,2.88,43.54,27.22,33.78,19.17,35.3,9.34,38.43
breast-512x512/0bf52ad8_1-218.dcm,528.56,66.31,87.45,17.7,96.65,76.57,85.51,150.3,71.56,281.37,46.77,0,inf,5.57,40.67,19.48,35.23,14.08,36.64,7.44,39.42
breast-512x512/182dead0_1-149.dcm,528.63,101.94,80.72,28.78,94.56,281.37,46.77,449.31,15.01,654.11,-23.74,0,inf,14.91,36.4,24.4,34.26,16.68,35.91,7.57,39.34
breast-512x512/4a2dfcaa_1-148.dcm,528.7,73.52,86.09,20.78,96.07,76.57,85.52,154.4,70.8,301.85,42.91,0,inf,6.79,39.81,23.94,34.34,18.11,35.55,9.75,38.24
breast-512x512/346eefbf_1-352.dcm,528.7,61.11,88.44,17.37,96.72,121.63,76.99,207.65,60.73,334.62,36.71,0,inf,6.3,40.14,15.93,36.11,11.47,37.54,5.76,40.53
breast-512x512/93ebe86d_1-174.dcm,528.7,73.55,86.09,20.2,96.18,84.77,83.97,174.88,66.92,322.33,39.03,0,inf,6.34,40.11,22.03,34.7,15.86,36.13,8.09,39.05
breast-512x512/958ec473_1-1115.dcm,528.64,74.88,85.84,18.62,96.48,68.38,87.06,129.82,75.44,228.13,56.85,0,inf,1.84,45.48,23.6,34.4,16.12,36.06,7.82,39.2
breast-512x512/9c4882ce_1-298.dcm,528.67,66.37,87.45,17.39,96.71,142.11,73.12,240.41,54.52,396.06,25.08,0,inf,6.22,40.19,15.28,36.29,10.53,37.91,5.04,41.11
breast-512x512/97fdddb8_1-0119.dcm,528.69,84.44,84.03,20.31,96.16,211.74,59.95,281.37,46.78,367.39,30.51,0,inf,2.98,43.39,11.89,37.38,6.5,40,2.84,43.6
breast-512x512/0e5affc7_1-165.dcm,528.55,66.94,87.34,22.76,95.69,133.92,74.66,244.51,53.74,412.45,21.97,0,inf,9.86,38.19,23.04,34.51,17.15,35.79,9.06,38.56
breast-512x512/2b94f1bc_1-081.dcm,528.36,79.64,84.93,18.18,96.56,142.11,73.1,224.03,57.6,338.72,35.89,0,inf,3.71,42.44,14.75,36.44,10.24,38.03,5.06,41.09
breast-512x512/c63f4b45_1-0586.dcm,528.64,91.94,82.61,24.82,95.31,142.11,73.12,224.03,57.62,330.53,37.48,0,inf,3.05,43.29,28.8,33.54,20.86,34.94,10.33,37.99
breast-512x512/77a202cd_1-330.dcm,528.7,63.46,88,17.33,96.72,142.11,73.12,232.22,56.08,363.29,31.29,0,inf,5.52,40.71,15.16,36.32,10.2,38.04,4.84,41.28
breast-512x512/1c2e7457_1-109.dcm,528.66,72.94,86.2,23.12,95.63,133.92,74.67,252.7,52.2,412.45,21.98,0,inf,10.37,37.97,23.78,34.37,17.94,35.59,10.14,38.07
breast-512x512/8c42afbb_1-06.dcm,528.37,96.88,81.66,15.73,97.02,97.05,81.63,162.59,69.23,273.18,48.3,0,inf,2.06,44.99,9.06,38.56,5.18,40.99,2.33,44.46
breast-512x512/53e37591_1-08.dcm,528.25,104.88,80.15,15.66,97.04,60.19,88.61,97.05,81.63,162.59,69.22,0,inf,2.79,43.67,11.23,37.63,8.1,39.05,3.87,42.25
breast-512x512/8f5d9052_1-337.dcm,528.56,53.32,89.91,18.19,96.56,166.69,68.46,277.28,47.54,408.35,22.74,0,inf,8.03,39.08,14.81,36.43,10.39,37.96,5.1,41.06
breast-512x512/6253fd4c_1-089.dcm,528.55,69.07,86.93,23.93,95.47,138.01,73.89,244.51,53.74,400.16,24.29,0,inf,10.07,38.1,24.77,34.19,19,35.34,10.62,37.87
breast-512x512/2a907ba4_1-415.dcm,528.66,49.62,90.61,19.49,96.31,219.93,58.4,322.33,39.03,437.02,17.33,0,inf,10.23,38.03,13.55,36.81,9.33,38.43,4.52,41.58
breast-512x512/36e4bde0_1-027.dcm,528.5,80.02,84.86,20,96.22,88.86,83.19,154.4,70.79,252.7,52.19,0,inf,3.68,42.47,23.73,34.38,18.36,35.49,10.54,37.9
breast-512x512/61b787a8_1-052.dcm,528.37,79.83,84.89,17.9,96.61,138.01,73.88,215.84,59.15,326.43,38.22,0,inf,3.26,43,14.2,36.61,9.56,38.33,4.86,41.26
breast-512x512/f936224d_1-360.dcm,528.67,56.81,89.25,16.05,96.96,125.73,76.22,211.74,59.95,342.81,35.15,0,inf,6.29,40.14,13.46,36.84,9.4,38.4,4.48,41.62
breast-512x512/d66410d6_1-136.dcm,528.33,69.73,86.8,20.99,96.03,101.15,80.85,158.49,70,236.32,55.27,0,inf,4.92,41.21,22.44,34.62,18.17,35.54,10.9,37.76
breast-512x512/85668315_1-1884.dcm,528.64,80.97,84.68,23.98,95.46,138.01,73.89,211.74,59.95,305.95,42.13,0,inf,3.94,42.18,27.03,33.81,20.04,35.11,10.38,37.97
breast-512x512/ba21195f_1-141.dcm,528.37,47.23,91.06,11.32,97.86,92.96,82.41,154.4,70.78,248.61,52.95,0,inf,1.75,45.7,5.18,40.99,2.93,43.46,1.23,47.23
breast-512x512/5802efbf_1-038.dcm,528.1,64.9,87.71,16.83,96.81,43.81,91.71,109.34,79.3,215.84,59.13,0,inf,3.03,43.32,17.38,35.73,12.95,37.01,6.2,40.21
breast-512x512/230801bd_1-003.dcm,528.33,46.15,91.27,15.4,97.09,72.48,86.28,125.73,76.2,195.36,63.02,0,inf,3.51,42.68,15.36,36.27,11.85,37.39,6.48,40.02
breast-512x512/ef0e6239_1-058.dcm,528.63,82.97,84.31,25.8,95.12,166.69,68.47,297.76,43.67,461.6,12.68,0,inf,14.2,36.61,23.74,34.38,18.08,35.56,9.4,38.4
breast-512x512/31a9c62d_1-372.dcm,528.56,50.06,90.53,17.84,96.63,109.34,79.31,203.55,61.49,326.43,38.24,0,inf,8.07,39.06,15.9,36.12,12.19,37.27,6.85,39.77
breast-512x512/e03957d0_1-086.dcm,528.7,69.15,86.92,20.95,96.04,76.57,85.52,166.69,68.47,305.95,42.13,0,inf,7.55,39.35,24.2,34.29,18.67,35.42,10.66,37.85
breast-512x512/0005d583_1-113.dcm,528.66,75,85.81,24.81,95.31,142.11,73.12,256.8,51.42,424.73,19.66,0,inf,11.49,37.53,25.7,34.03,20.09,35.1,11.79,37.42
breast-512x512/d340031d_1-0764.dcm,528.64,97.92,81.48,26.01,95.08,150.3,71.57,236.32,55.3,346.91,34.38,0,inf,3.45,42.75,31.09,33.2,22.99,34.52,12.22,37.26
breast-512x512/e3173ede_1-101.dcm,528.01,33.03,93.74,11.32,97.86,109.34,79.29,142.11,73.09,191.26,63.78,0,inf,2.35,44.42,5.84,40.47,3.7,42.45,1.64,45.98
breast-512x512/196e0d0e_1-218.dcm,528.7,71.86,86.41,18.8,96.44,117.53,77.77,207.65,60.73,359.2,32.06,0,inf,5.4,40.81,17.42,35.72,11.74,37.43,5.56,40.68
breast-512x512/37b1f798_1-194.dcm,528.62,104.25,80.28,21.59,95.92,60.19,88.61,105.25,80.09,232.22,56.07,0,inf,10.06,38.1,30.03,33.36,24.01,34.33,15.67,36.18
breast-512x512/0d227b1c_1-104.dcm,528.7,72.24,86.34,21.2,95.99,72.48,86.29,158.49,70.02,301.85,42.91,0,inf,7.35,39.47,25.49,34.07,19.2,35.3,10.92,37.75
breast-512x512/71c03db3_1-354.dcm,528.56,52.89,89.99,18.27,96.54,113.44,78.54,207.65,60.71,334.62,36.69,0,inf,7.74,39.24,16.49,35.96,12.45,37.18,6.69,39.88
breast-512x512/f7f2b15d_1-014.dcm,528.51,50.2,90.5,11.51,97.82,64.29,87.84,117.53,77.76,199.45,62.26,0,inf,1.35,46.83,8.49,38.84,5.13,41.03,2.2,44.71
breast-512x512/a814d085_1-088.dcm,528.59,101.85,80.73,20.98,96.03,31.52,94.04,60.19,88.61,129.82,75.44,0,inf,2.55,44.07,34.59,32.74,24.29,34.28,13.4,36.86
breast-512x512/ab5f514d_1-1366.dcm,528.69,87.99,83.36,20.66,96.09,330.53,37.48,400.16,24.31,486.17,8.04,0,inf,3.44,42.77,5.47,40.75,2.94,43.45,1.36,46.8
breast-512x512/8338cda8_1-0348.dcm,528.69,85.49,83.83,20.06,96.21,305.95,42.13,371.49,29.73,461.6,12.69,0,inf,2.92,43.48,4.51,41.59,2.51,44.13,1.21,47.3
breast-512x512/fee9211b_1-093.dcm,528.4,35.94,93.2,9.53,98.2,60.19,88.61,97.05,81.63,146.21,72.33,0,inf,1.25,47.16,7.26,39.52,4.71,41.4,2.34,44.44
breast-512x512/3150283f_1-114.dcm,528.62,114.32,78.37,23.64,95.53,72.48,86.29,150.3,71.57,322.33,39.02,0,inf,10.05,38.11,29.67,33.41,23.03,34.51,14.67,36.47
breast-512x512/efe1b537_1-042.dcm,528.38,81.61,84.55,19.79,96.25,84.77,83.96,146.21,72.33,240.41,54.5,0,inf,3.28,42.97,23.45,34.43,17.58,35.68,10.5,37.92
breast-512x512/e3015ee1_1-1112.dcm,528.69,76.91,85.45,17.8,96.63,314.14,40.58,387.87,26.64,477.98,9.59,0,inf,2.41,44.31,3.51,42.68,1.94,45.25,1.01,48.09
breast-512x512/5edb4dda_1-011.dcm,528.55,49.75,90.59,21.05,96.02,150.3,71.56,252.7,52.19,367.39,30.49,0,inf,10.45,37.94,18.03,35.57,14.33,36.57,8.34,38.92
breast-512x512/74f5c096_1-062.dcm,528.41,66.25,87.46,17.46,96.7,109.34,79.31,174.88,66.91,269.09,49.08,0,inf,3.01,43.35,16.46,35.97,11.29,37.6,5.45,40.77
breast-512x512/bb6faedf_1-374.dcm,528.7,58.89,88.86,17.8,96.63,101.15,80.87,191.26,63.82,318.24,39.81,0,inf,7.3,39.5,16.51,35.95,11.95,37.36,6.15,40.24
breast-512x512/8b8d6af1_1-011.dcm,528.63,91.16,82.76,30.94,94.15,375.58,28.95,502.56,4.93,658.21,-24.51,0,inf,16.88,35.86,21.35,34.84,14.11,36.64,6.4,40.07
breast-512x512/ed4e5136_1-0433.dcm,528.64,67.64,87.21,16.68,96.85,113.44,78.54,183.07,65.37,285.47,46,0,inf,1.62,46.04,11.83,37.4,6.56,39.96,2.68,43.85
breast-512x512/3b9a7742_1-031.dcm,528.55,58.95,88.85,22.62,95.72,92.96,82.41,187.17,64.59,318.24,39.79,0,inf,10.22,38.04,23.09,34.5,18.94,35.36,12.05,37.32
breast-512x512/d2407203_1-0054.dcm,528.68,89.81,83.01,22.73,95.7,297.76,43.68,359.2,32.06,437.02,17.34,0,inf,3.78,42.36,9.02,38.58,4.91,41.22,2.3,44.51
breast-512x512/f0e0f819_1-278.dcm,528.56,61.33,88.4,18.65,96.47,109.34,79.31,191.26,63.81,322.33,39.02,0,inf,6.43,40.05,18.54,35.45,13.85,36.72,7.25,39.53
breast-512x512/2bdeb7c3_1-1416.dcm,528.69,83.74,84.16,19.82,96.25,289.57,45.23,363.29,31.28,449.31,15.01,0,inf,3.1,43.22,5.66,40.6,3,43.36,1.43,46.58
breast-512x512/d30b3270_1-077.dcm,528.36,79.85,84.89,18.03,96.59,129.82,75.43,215.84,59.15,334.62,36.67,0,inf,3.61,42.56,14.93,36.39,10.36,37.98,5.1,41.06
breast-512x512/fa0e8d54_1-255.dcm,528.7,77.64,85.31,21.03,96.02,219.93,58.4,342.81,35.16,514.85,2.62,0,inf,7.84,39.19,16.9,35.85,11.14,37.66,5,41.14
breast-512x512/f18d5211_1-0829.dcm,528.64,77.12,85.41,19.35,96.34,101.15,80.87,174.88,66.92,281.37,46.77,0,inf,2.02,45.08,20.87,34.94,13.91,36.7,6.4,40.07
breast-512x512/9ef23385_1-090.dcm,528.56,68.33,87.07,21.12,96,52,90.16,121.63,76.99,248.61,52.97,0,inf,7.86,39.18,26.09,33.97,21.09,34.89,13.81,36.73
breast-512x512/da64375d_1-10.dcm,528.37,127.33,75.9,25.95,95.09,138.01,73.88,248.61,52.95,469.79,11.09,0,inf,6.13,40.26,15.22,36.31,8.42,38.88,3.63,42.53
breast-512x512/d660913c_1-1300.dcm,528.69,68.91,86.97,16.59,96.86,199.45,62.27,277.28,47.55,375.58,28.96,0,inf,2.22,44.67,6.88,39.75,3.69,42.46,1.69,45.85
breast-512x512/a3b2ab6e_1-1714.dcm,528.64,68.42,87.06,17.6,96.67,113.44,78.54,183.07,65.37,277.28,47.55,0,inf,2,45.12,16.14,36.05,10.1,38.09,4.29,41.81
breast-512x512/1f7c1d21_1-240.dcm,528.56,62.38,88.2,16.68,96.84,84.77,83.96,158.49,70.01,285.47,45.99,0,inf,4.9,41.23,17.08,35.81,12.55,37.14,6.5,40
breast-512x512/b0c69e63_1-133.dcm,528.37,49.46,90.64,12.64,97.61,97.05,81.63,162.59,69.23,252.7,52.17,0,inf,2.22,44.67,8.42,38.88,4.85,41.27,2.07,44.97
breast-512x512/504f9378_1-140.dcm,528.56,69.73,86.81,22.1,95.82,68.38,87.06,142.11,73.11,277.28,47.54,0,inf,8.87,38.65,26.7,33.87,21.74,34.76,13.88,36.71
breast-512x512/c8e3d3d5_1-0880.dcm,528.69,75.93,85.64,15.63,97.04,68.38,87.07,133.92,74.67,236.32,55.3,0,inf,1.89,45.37,12.54,37.15,8.36,38.91,3.81,42.32
breast-512x512/3965fa8b_1-304.dcm,528.56,61.33,88.4,17.27,96.73,109.34,79.31,187.17,64.59,305.95,42.12,0,inf,5.85,40.46,16.91,35.85,12.44,37.18,6.62,39.92
breast-512x512/4ec4362c_1-1315.dcm,528.69,64.83,87.74,16.48,96.88,207.65,60.72,281.37,46.78,375.58,28.96,0,inf,2.16,44.79,6.26,40.17,3.41,42.8,1.63,46.01
breast-512x512/14839438_1-0483.dcm,528.69,93.02,82.41,21.8,95.88,281.37,46.78,355.1,32.83,457.5,13.46,0,inf,3.26,43,7.75,39.24,4.21,41.89,1.87,45.41
breast-512x512/016a3452_1-0357.dcm,528.69,68.99,86.95,15.9,96.99,146.21,72.35,215.84,59.17,310.05,41.36,0,inf,1.84,45.48,7.76,39.23,4.17,41.93,1.87,45.41
breast-512x512/6b2d02be_1-0638.dcm,528.64,75.72,85.68,19.49,96.31,76.57,85.51,138.01,73.89,236.32,55.3,0,inf,1.93,45.28,25.28,34.1,17.41,35.72,8.66,38.76
breast-512x512/ed1105d2_1-0852.dcm,528.64,69.08,86.93,16.85,96.81,68.38,87.06,129.82,75.44,228.13,56.85,0,inf,1.59,46.12,18.94,35.36,12.32,37.22,5.56,40.68
breast-512x512/163510b1_1-103.dcm,528.42,74.65,85.87,18.49,96.5,105.25,80.08,178.97,66.13,289.57,45.2,0,inf,3.07,43.26,18.23,35.52,12.58,37.13,6.05,40.31
breast-512x512/d38821a8_1-067.dcm,528.38,72.93,86.2,17.87,96.62,56.09,89.38,113.44,78.53,215.84,59.15,0,inf,3.07,43.26,22.69,34.57,16.61,35.93,9.11,38.54
breast-512x512/4ac353fe_1-1121.dcm,528.64,96.51,81.74,25.57,95.16,150.3,71.57,236.32,55.3,351.01,33.6,0,inf,3.32,42.92,30.62,33.27,22.3,34.65,11.36,37.58
breast-512x512/41f2c16d_1-0458.dcm,528.69,68.7,87.01,14.05,97.34,80.67,84.74,146.21,72.35,236.32,55.3,0,inf,1.57,46.17,9.15,38.52,5.38,40.82,2.4,44.33
breast-512x512/9e763388_1-012.dcm,528.4,48.12,90.89,11.68,97.79,27.42,94.81,56.09,89.38,101.15,80.86,0,inf,1.45,46.52,13.52,36.82,10.39,37.96,6.86,39.77
breast-512x512/d1bf6b5d_1-20.dcm,528.36,103.45,80.42,15.38,97.09,170.78,67.68,273.18,48.3,453.41,14.19,0,inf,2.7,43.82,4.79,41.33,2.6,43.98,1.24,47.2
breast-512x512/4689bb85_1-368.dcm,528.56,49.94,90.55,17.49,96.69,101.15,80.86,191.26,63.81,318.24,39.79,0,inf,7.87,39.17,16.03,36.08,12.28,37.24,6.86,39.77
breast-512x512/fd49d539_1-138.dcm,528.66,69.94,86.77,20.44,96.13,80.67,84.74,166.69,68.47,314.14,40.58,0,inf,7.69,39.27,23.36,34.45,17.47,35.71,9.8,38.22
breast-512x512/aa7ea59b_1-050.dcm,528.62,120.48,77.21,25.03,95.26,68.38,87.06,150.3,71.57,359.2,32.05,0,inf,13.07,36.97,30.51,33.29,24.49,34.24,14.9,36.4
breast-512x512/1a88c296_1-163.dcm,528.41,53.04,89.96,16.79,96.82,60.19,88.61,117.53,77.76,195.36,63.03,0,inf,3.35,42.88,18.21,35.53,14.4,36.55,8.35,38.91
breast-512x512/cfa88122_1-0744.dcm,528.64,97.26,81.6,25.86,95.11,154.4,70.79,236.32,55.3,346.91,34.38,0,inf,3.4,42.82,30.79,33.25,22.75,34.56,12.03,37.33
breast-512x512/5074b0ee_1-1030.dcm,528.64,73.73,86.05,18.18,96.56,84.77,83.97,150.3,71.57,252.7,52.2,0,inf,1.78,45.63,20.13,35.09,13.27,36.9,5.94,40.39
breast-512x512/45167f24_1-1100.dcm,528.69,75.93,85.64,14.75,97.21,121.63,76.99,199.45,62.27,301.85,42.9,0,inf,1.77,45.65,7.78,39.22,4.17,41.93,1.89,45.37
breast-512x512/1a35e019_1-0850.dcm,528.64,77.11,85.41,19.42,96.33,92.96,82.42,162.59,69.24,264.99,49.87,0,inf,2.02,45.08,21.91,34.72,15.04,36.36,7.06,39.64
breast-512x512/a25f15b1_1-057.dcm,528.59,69.28,86.89,12.42,97.65,31.52,94.04,52,90.16,84.77,83.96,0,inf,1.06,47.88,23.01,34.51,14.96,36.38,8.67,38.75
breast-512x512/b8b6cb63_1-065.dcm,528.55,50.55,90.44,19.88,96.24,101.15,80.86,195.36,63.04,322.33,39.02,0,inf,8.88,38.65,20.19,35.08,15.68,36.18,9.41,38.39
breast-512x512/3b5ae797_1-018.dcm,528.41,51.31,90.29,16.32,96.91,105.25,80.08,162.59,69.23,244.51,53.73,0,inf,3.59,42.58,13.92,36.69,9.5,38.35,4.37,41.73
breast-512x512/2df13114_1-0970.dcm,528.69,70.26,86.71,15.15,97.13,92.96,82.42,170.78,67.7,273.18,48.33,0,inf,1.74,45.73,10.19,38.05,5.83,40.47,2.64,43.91
breast-512x512/b421aa37_1-1342.dcm,528.69,78.14,85.22,16.87,96.81,232.22,56.08,310.05,41.36,408.35,22.76,0,inf,2.38,44.37,5.15,41.01,2.72,43.79,1.3,46.99
breast-512x512/735ce207_1-0542.dcm,528.69,102.62,80.59,23.2,95.61,334.62,36.71,412.45,21.99,510.75,3.39,0,inf,3.64,42.52,6.58,39.95,3.46,42.74,1.62,46.04
breast-512x512/8e558641_1-22.dcm,528.25,102,80.69,14.6,97.24,68.38,87.05,138.01,73.87,269.09,49.06,0,inf,2.58,44.01,8.67,38.75,5.22,40.95,2.35,44.42
breast-512x512/eac01945_1-311.dcm,528.66,59.78,88.69,20.67,96.09,178.97,66.15,289.57,45.23,449.31,15.01,0,inf,9.07,38.55,18.79,35.39,13.85,36.72,7.12,39.61
